,tax_year,academic_year,YAG,sex,subject_name,provider_name,earnings_median,earnings_LQ,earnings_median,earnings_UQ
9084,2018/2019,2016/2017,1,Female + male,Performing arts,University of Bedfordshire,17000,11700,17000,20500
9085,2018/2019,2016/2017,1,Female + male,Performing arts,University of Chester,13500,9900,13500,17900
9086,2018/2019,2016/2017,1,Female + male,Performing arts,University of Cumbria,13100,10600,13100,16500
9087,2018/2019,2016/2017,1,Female + male,Performing arts,University of Derby,13000,10000,13000,18200
9088,2018/2019,2016/2017,1,Female + male,Performing arts,University of Durham,17500,14500,17500,20800
9089,2018/2019,2016/2017,1,Female + male,Performing arts,University of Gloucestershire,13900,9900,13900,17200
9090,2018/2019,2016/2017,1,Female + male,Performing arts,University of Hertfordshire,14600,10400,14600,18700
9091,2018/2019,2016/2017,1,Female + male,Performing arts,University of Newcastle-upon-Tyne,16400,12000,16400,19700
9092,2018/2019,2016/2017,1,Female + male,Performing arts,University of Northumbria at Newcastle,12000,10200,12000,15000
9093,2018/2019,2016/2017,1,Female + male,Performing arts,University of Nottingham,14800,11500,14800,19700
9094,2018/2019,2016/2017,1,Female + male,Performing arts,University of Plymouth,13100,8400,13100,17500
9095,2018/2019,2016/2017,1,Female + male,Performing arts,University of South Wales,14200,9500,14200,17900
9096,2018/2019,2016/2017,1,Female + male,Performing arts,University of St Mark and St John,14200,9500,14200,17900
9097,2018/2019,2016/2017,1,Female + male,Performing arts,"University of the Arts, London",14400,9600,14400,19800
9098,2018/2019,2016/2017,1,Female + male,Performing arts,University of the Highlands and Islands,13700,9600,13700,17900
9099,2018/2019,2016/2017,1,Female + male,Performing arts,"University of the West of England, Bristol",15000,9900,15000,17900
9100,2018/2019,2016/2017,1,Female + male,Performing arts,University of Wales Trinity Saint David,11200,7700,11200,16400
9101,2018/2019,2016/2017,1,Female + male,Performing arts,University of Worcester,15300,10200,15300,16400
9102,2018/2019,2016/2017,1,Female + male,Performing arts,York St John University,14400,9100,14400,17500
9103,2018/2019,2016/2017,1,Female + male,"Pharmacology, toxicology and pharmacy",Aston University,22400,17900,22400,27400
9104,2018/2019,2016/2017,1,Female + male,"Pharmacology, toxicology and pharmacy",Cardiff University,25200,21200,25200,28500
9105,2018/2019,2016/2017,1,Female + male,"Pharmacology, toxicology and pharmacy",Coventry University,c,c,c,c
9106,2018/2019,2016/2017,1,Female + male,"Pharmacology, toxicology and pharmacy",De Montfort University,21500,13100,21500,27400
9107,2018/2019,2016/2017,1,Female + male,"Pharmacology, toxicology and pharmacy",Glasgow Caledonian University,c,c,c,c
9108,2018/2019,2016/2017,1,Female + male,"Pharmacology, toxicology and pharmacy",King's College London,25200,20400,25200,30300
9109,2018/2019,2016/2017,1,Female + male,"Pharmacology, toxicology and pharmacy",Kingston University,17900,12400,17900,24100
9110,2018/2019,2016/2017,1,Female + male,"Pharmacology, toxicology and pharmacy",Liverpool John Moores University,25200,20100,25200,29600
9111,2018/2019,2016/2017,1,Female + male,"Pharmacology, toxicology and pharmacy",London Metropolitan University,18600,15300,18600,23700
9112,2018/2019,2016/2017,1,Female + male,"Pharmacology, toxicology and pharmacy","Queen Margaret University, Edinburgh",23700,18600,23700,28800
9113,2018/2019,2016/2017,1,Female + male,"Pharmacology, toxicology and pharmacy",The Nottingham Trent University,c,c,c,c
9114,2018/2019,2016/2017,1,Female + male,"Pharmacology, toxicology and pharmacy",The Robert Gordon University,25600,23400,25600,30700
9115,2018/2019,2016/2017,1,Female + male,"Pharmacology, toxicology and pharmacy",The University of Aberdeen,c,c,c,c
9116,2018/2019,2016/2017,1,Female + male,"Pharmacology, toxicology and pharmacy",The University of Bath,25200,23000,25200,27000
9117,2018/2019,2016/2017,1,Female + male,"Pharmacology, toxicology and pharmacy",The University of Birmingham,22300,18200,22300,28500
9118,2018/2019,2016/2017,1,Female + male,"Pharmacology, toxicology and pharmacy",The University of Bradford,19000,10200,19000,29200
9119,2018/2019,2016/2017,1,Female + male,"Pharmacology, toxicology and pharmacy",The University of Brighton,24300,16300,24300,27000
9120,2018/2019,2016/2017,1,Female + male,"Pharmacology, toxicology and pharmacy",The University of Bristol,19200,17400,19200,23600
9121,2018/2019,2016/2017,1,Female + male,"Pharmacology, toxicology and pharmacy",The University of Central Lancashire,18600,10600,18600,24500
9122,2018/2019,2016/2017,1,Female + male,"Pharmacology, toxicology and pharmacy",The University of Dundee,c,c,c,c
9123,2018/2019,2016/2017,1,Female + male,"Pharmacology, toxicology and pharmacy",The University of East Anglia,24800,19700,24800,29200
9124,2018/2019,2016/2017,1,Female + male,"Pharmacology, toxicology and pharmacy",The University of East London,17200,11700,17200,22600
9125,2018/2019,2016/2017,1,Female + male,"Pharmacology, toxicology and pharmacy",The University of Edinburgh,c,c,c,c
9126,2018/2019,2016/2017,1,Female + male,"Pharmacology, toxicology and pharmacy",The University of Glasgow,c,c,c,c
9127,2018/2019,2016/2017,1,Female + male,"Pharmacology, toxicology and pharmacy",The University of Greenwich,23900,16800,23900,28500
9128,2018/2019,2016/2017,1,Female + male,"Pharmacology, toxicology and pharmacy",The University of Huddersfield,22300,13900,22300,26600
9129,2018/2019,2016/2017,1,Female + male,"Pharmacology, toxicology and pharmacy",The University of Hull,c,c,c,c
9130,2018/2019,2016/2017,1,Female + male,"Pharmacology, toxicology and pharmacy",The University of Keele,23900,20800,23900,27700
9131,2018/2019,2016/2017,1,Female + male,"Pharmacology, toxicology and pharmacy",The University of Kent,25900,20800,25900,30700
9132,2018/2019,2016/2017,1,Female + male,"Pharmacology, toxicology and pharmacy",The University of Leeds,c,c,c,c
9133,2018/2019,2016/2017,1,Female + male,"Pharmacology, toxicology and pharmacy",The University of Leicester,c,c,c,c
9134,2018/2019,2016/2017,1,Female + male,"Pharmacology, toxicology and pharmacy",The University of Lincoln,c,c,c,c
9135,2018/2019,2016/2017,1,Female + male,"Pharmacology, toxicology and pharmacy",The University of Liverpool,c,c,c,c
9136,2018/2019,2016/2017,1,Female + male,"Pharmacology, toxicology and pharmacy",The University of Manchester,24500,19000,24500,28100
9137,2018/2019,2016/2017,1,Female + male,"Pharmacology, toxicology and pharmacy",The University of Portsmouth,24800,17500,24800,29600
9138,2018/2019,2016/2017,1,Female + male,"Pharmacology, toxicology and pharmacy",The University of Reading,24800,17500,24800,29600
9139,2018/2019,2016/2017,1,Female + male,"Pharmacology, toxicology and pharmacy",The University of Southampton,c,c,c,c
9140,2018/2019,2016/2017,1,Female + male,"Pharmacology, toxicology and pharmacy",The University of Strathclyde,25600,20600,25600,30700
9141,2018/2019,2016/2017,1,Female + male,"Pharmacology, toxicology and pharmacy",The University of Sunderland,23700,16400,23700,27400
9142,2018/2019,2016/2017,1,Female + male,"Pharmacology, toxicology and pharmacy",The University of Westminster,c,c,c,c
9143,2018/2019,2016/2017,1,Female + male,"Pharmacology, toxicology and pharmacy",The University of Wolverhampton,19000,13500,19000,24600
9144,2018/2019,2016/2017,1,Female + male,"Pharmacology, toxicology and pharmacy",University College London,25600,19000,25600,29200
9145,2018/2019,2016/2017,1,Female + male,"Pharmacology, toxicology and pharmacy",University of Durham,26500,21900,26500,29600
9146,2018/2019,2016/2017,1,Female + male,"Pharmacology, toxicology and pharmacy",University of Hertfordshire,20800,13100,20800,28100
9147,2018/2019,2016/2017,1,Female + male,"Pharmacology, toxicology and pharmacy",University of Newcastle-upon-Tyne,c,c,c,c
9148,2018/2019,2016/2017,1,Female + male,"Pharmacology, toxicology and pharmacy",University of Nottingham,25200,22600,25200,28800
9149,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,All Nations Christian College Limited,c,c,c,c
9150,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,Assemblies of God Incorporated,17300,13700,17300,20300
9151,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,Bristol Baptist College,c,c,c,c
9152,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,Cliff College,c,c,c,c
9153,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,Elim Foursquare Gospel Alliance,15000,9500,15000,15700
9154,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,ForMission Ltd,16200,11600,16200,20300
9155,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,Irshad Trust,,,,
9156,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,London School of Theology,15300,9100,15300,19700
9157,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,Luther King House Educational Trust,c,c,c,c
9158,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,Moorlands College,17700,13900,17700,20900
9159,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,Nazarene Theological College,c,c,c,c
9160,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,Spurgeon's College,25200,22600,25200,28800
9161,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,St Mellitus College Trust,19300,14600,19300,31000
9162,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,The Cambridge Theological Federation,c,c,c,c
9163,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,The Kingham Hill Trust,25700,19000,25700,27400
9164,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,The Markfield Institute of Higher Education,c,c,c,c
9165,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,The Queen's Foundation for Ecumenical Theological Education,c,c,c,c
9166,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,Trinity College (Bristol) Limited,,,,
9167,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,Anglia Ruskin University,18200,13500,18200,21900
9168,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,Bangor University,c,c,c,c
9169,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,Bath Spa University,c,c,c,c
9170,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,Birkbeck College,20100,16100,20100,24800
9171,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,Bishop Grosseteste University,c,c,c,c
9172,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,Canterbury Christ Church University,20100,15000,20100,26300
9173,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,Cardiff University,19000,14600,19000,21500
9174,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,Edge Hill University,c,c,c,c
9175,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,Glyndwr University,c,c,c,c
9176,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,Goldsmiths College,c,c,c,c
9177,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,Heythrop College,18600,10600,18600,21500
9178,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,King's College London,20600,15000,20600,26400
9179,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,Leeds Trinity University,14600,10600,14600,20400
9180,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,Liverpool Hope University,18600,14200,18600,21900
9181,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,London School of Economics and Political Science,29700,20400,29700,39800
9182,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,Newman University,16100,10600,16100,21500
9183,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,Oxford Brookes University,17900,11300,17900,21900
9184,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,Roehampton University,19000,11300,19000,27400
9185,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,Royal Holloway and Bedford New College,17500,11100,17500,20400
9186,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,"St Mary's University, Twickenham",19000,15700,19000,23700
9187,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,Swansea University,c,c,c,c
9188,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,The Manchester Metropolitan University,17200,12000,17200,21200
9189,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,The Nottingham Trent University,c,c,c,c
9190,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,The Open University,27000,16600,27000,38700
9191,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,The School of Oriental and African Studies,13500,8400,13500,19000
9192,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,The University of Aberdeen,14900,11300,14900,22600
9193,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,The University of Birmingham,19000,16000,19000,24500
9194,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,The University of Brighton,16800,12800,16800,21500
9195,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,The University of Bristol,20100,11300,20100,25600
9196,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,The University of Cambridge,19900,16100,19900,31800
9197,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,The University of Central Lancashire,c,c,c,c
9198,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,The University of Chichester,c,c,c,c
9199,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,The University of Dundee,c,c,c,c
9200,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,The University of East Anglia,17200,10600,17200,19600
9201,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,The University of Edinburgh,20100,12400,20100,25900
9202,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,The University of Essex,18600,13900,18600,20100
9203,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,The University of Exeter,20800,16100,20800,27000
9204,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,The University of Glasgow,17200,12800,17200,21500
9205,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,The University of Greenwich,c,c,c,c
9206,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,The University of Hull,16400,11300,16400,20400
9207,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,The University of Keele,c,c,c,c
9208,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,The University of Kent,18600,12000,18600,22300
9209,2018/2019,2016/2017,1,Female + male,Philosophy and religious studies,The University of Lancaster,19700,17500,19700,21900
